project_id,project_type,region,planned_budget_usd,actual_cost_usd,cost_overrun_pct,planned_duration_days,actual_duration_days,schedule_slippage_pct,team_size,contractor_experience_years,complexity_rating,num_subcontractors,num_permits_required,safety_incidents,num_change_orders,rework_cost_pct,material_cost_variance_pct,labour_overtime_hours,weather_delay_days,client_change_requests,inspection_failures,risk_level,budget_per_team_member,team_density,subcontractor_ratio,permit_complexity,experience_complexity_ratio,budget_duration_ratio,team_complexity_interaction
PRJ-01176,Infrastructure,West,1277437.11,1429716.47,11.92,75,99,31.57,20,6.9,4,9,4.0,1,1,2.0,7.37,70.5,8,5,2,Medium,63871.855500000005,0.2666666666666666,0.45,1.0,1.725,17032.4948,80
PRJ-00182,Renovation,East,240494.68,301871.39,25.52,46,61,32.47,8,11.0,5,4,4.0,3,4,0.68,9.63,54.1,4,1,0,Medium,30061.835,0.1739130434782608,0.5,0.8,2.2,5228.145217391304,40
PRJ-00680,Commercial,East,182628.31,226589.91,24.07,47,63,34.88,7,,5,8,2.0,2,7,5.32,4.45,46.2,2,3,2,Medium,26089.75857142857,0.1489361702127659,1.1428571428571428,0.4,,3885.708723404255,35
PRJ-00415,Residential,North,167740.78,210088.6,25.25,68,89,31.09,6,16.1,7,6,4.0,2,4,5.18,8.75,55.4,6,2,2,Medium,27956.796666666665,0.088235294117647,1.0,0.5714285714285714,2.3000000000000003,2466.7761764705883,42
PRJ-00252,Infrastructure,Central,1289681.31,1560399.14,20.99,90,115,27.9,18,7.1,5,4,5.0,3,2,6.41,12.86,44.6,15,4,2,Medium,71648.96166666667,0.2,0.2222222222222222,1.0,1.42,14329.792333333337,90
PRJ-00070,Commercial,South,959796.67,1200538.3,25.08,81,104,28.27,17,6.4,4,5,2.0,0,2,7.07,12.91,49.8,5,4,0,Medium,56458.62764705883,0.2098765432098765,0.2941176470588235,0.5,1.6,11849.341604938272,68
PRJ-00132,Renovation,Central,108544.7,121998.16,12.39,46,50,9.63,6,8.0,3,4,3.0,2,3,4.02,-0.34,27.8,4,2,1,Low,18090.783333333333,0.1304347826086956,0.6666666666666666,1.0,2.6666666666666665,2359.667391304348,18
PRJ-00301,Infrastructure,Central,86751.94,107708.99,24.16,75,91,21.51,6,14.7,2,6,3.0,1,2,0.54,-0.89,25.8,8,3,0,Medium,14458.656666666668,0.08,1.0,1.5,7.35,1156.6925333333334,12
PRJ-00327,Infrastructure,North,510223.04,605004.73,18.58,56,67,19.02,11,18.2,3,4,7.0,6,4,1.99,6.19,43.8,11,2,1,Medium,46383.91272727273,0.1964285714285714,0.3636363636363636,2.333333333333333,6.066666666666666,9111.125714285714,33
PRJ-01189,Residential,West,542773.03,668490.04,23.16,56,68,20.84,9,28.5,5,6,3.0,0,3,5.36,-1.03,55.6,3,3,1,Medium,60308.11444444445,0.1607142857142857,0.6666666666666666,0.6,5.7,9692.375535714284,45
PRJ-00500,Commercial,South,596476.99,740094.69,24.08,75,92,22.92,9,5.6,6,8,5.0,1,2,6.03,9.06,55.3,4,1,2,Medium,66275.22111111111,0.12,0.8888888888888888,0.8333333333333334,0.9333333333333332,7953.026533333334,54
PRJ-00890,Industrial,North,1936356.52,2091228.69,8.0,100,116,15.76,18,17.5,3,6,1.0,6,4,3.85,13.51,86.8,7,2,2,Medium,107575.36222222222,0.18,0.3333333333333333,0.3333333333333333,5.833333333333333,19363.5652,54
PRJ-00946,Residential,West,938313.41,1138996.44,21.39,105,131,24.54,16,12.5,6,7,6.0,1,4,4.52,5.93,55.6,5,4,0,Medium,58644.588125,0.1523809523809524,0.4375,1.0,2.083333333333333,8936.318190476191,96
PRJ-00496,Industrial,East,812304.21,1068685.52,31.56,80,107,33.55,13,19.7,6,5,2.0,2,2,7.13,4.07,53.4,3,2,1,Medium,62484.939230769225,0.1625,0.3846153846153846,0.3333333333333333,3.283333333333333,10153.802625,78
PRJ-00339,Residential,East,896469.76,993202.17,10.79,86,103,19.94,16,20.3,6,4,2.0,1,2,5.73,-0.21,24.7,1,2,0,Low,56029.36,0.1860465116279069,0.25,0.3333333333333333,3.3833333333333333,10424.066976744189,96
PRJ-00993,Infrastructure,West,868731.17,964135.69,10.98,79,99,25.41,10,9.6,5,8,3.0,1,3,5.75,7.93,21.1,3,4,3,Medium,86873.117,0.1265822784810126,0.8,0.6,1.92,10996.597088607596,50
PRJ-00165,Industrial,East,1114833.0,1542024.68,38.32,76,103,34.97,17,8.4,5,6,1.0,3,2,7.13,10.19,47.8,0,3,2,High,65578.41176470589,0.2236842105263158,0.3529411764705882,0.2,1.6800000000000002,14668.855263157897,85
PRJ-00029,Residential,West,1317959.58,1522622.57,15.53,107,135,26.01,19,16.8,5,10,1.0,1,0,6.81,17.27,67.0,7,4,1,Medium,69366.29368421053,0.1775700934579439,0.5263157894736842,0.2,3.3600000000000003,12317.37925233645,95
PRJ-00517,Commercial,West,1002045.5,1318457.57,31.58,86,125,44.98,13,10.3,8,7,4.0,0,2,9.24,,71.2,3,3,4,Medium,77080.42307692308,0.1511627906976744,0.5384615384615384,0.5,1.2875,11651.691860465116,104
PRJ-00194,Infrastructure,North,465454.86,583188.62,25.29,62,79,26.63,8,9.0,4,3,3.0,3,2,4.01,14.29,93.4,9,5,1,Medium,58181.8575,0.1290322580645161,0.375,0.75,2.25,7507.336451612903,32
PRJ-01086,Infrastructure,North,745907.12,886932.04,18.91,70,92,31.76,12,7.0,6,10,2.0,0,5,6.53,,34.7,10,4,1,Medium,62158.926666666666,0.1714285714285714,0.8333333333333334,0.3333333333333333,1.1666666666666667,10655.816,72
PRJ-00970,Residential,North,195961.45,221934.59,13.25,55,63,15.14,8,18.3,5,8,2.0,1,3,0.0,5.43,21.5,2,0,2,Low,24495.18125,0.1454545454545454,1.0,0.4,3.66,3562.935454545455,40
PRJ-00170,Renovation,Central,261763.43,291582.4,11.39,72,83,15.81,7,11.0,3,8,3.0,2,2,3.12,12.36,55.6,2,3,1,Low,37394.77571428572,0.0972222222222222,1.1428571428571428,1.0,3.6666666666666665,3635.603194444445,21
PRJ-00731,Commercial,South,948998.85,1184920.31,24.86,75,101,34.41,12,8.6,7,8,1.0,2,5,5.01,14.04,52.8,3,3,0,Medium,79083.2375,0.16,0.6666666666666666,0.1428571428571428,1.2285714285714284,12653.318,84
PRJ-00174,Renovation,South,94160.4,101133.88,7.41,49,61,24.44,6,15.5,5,6,7.0,0,2,3.58,10.6,19.8,3,3,0,Low,15693.4,0.1224489795918367,1.0,1.4,3.1,1921.6408163265305,30
PRJ-00519,Residential,Central,50000.0,62035.57,24.07,51,69,36.04,5,21.5,5,10,3.0,1,3,6.14,11.19,55.4,5,2,2,Medium,10000.0,0.0980392156862745,2.0,0.6,4.3,980.3921568627452,25
PRJ-00947,Infrastructure,West,1286618.8,1430392.7,11.17,72,88,21.58,19,14.8,4,7,3.0,1,2,0.37,7.25,26.4,2,0,1,Low,67716.77894736842,0.2638888888888889,0.3684210526315789,0.75,3.7,17869.705555555556,76
PRJ-00723,Residential,East,343842.24,379957.42,10.5,84,103,22.22,9,4.9,4,11,5.0,3,1,10.97,8.17,41.2,2,3,1,Medium,38204.69333333333,0.1071428571428571,1.2222222222222223,1.25,1.225,4093.36,36
PRJ-00492,Industrial,East,421159.12,507781.95,20.57,75,87,15.41,9,17.6,5,6,2.0,1,0,3.72,15.12,24.6,4,4,1,Low,46795.457777777774,0.12,0.6666666666666666,0.4,3.5200000000000005,5615.454933333333,45
PRJ-00074,Residential,South,866783.79,1028170.17,18.62,69,85,23.82,14,15.7,6,11,1.0,3,1,5.51,6.48,13.9,4,2,1,Medium,61913.12785714286,0.2028985507246377,0.7857142857142857,0.1666666666666666,2.6166666666666667,12562.08391304348,84
PRJ-01011,Industrial,North,2142283.34,2463959.0,15.02,104,127,22.4,29,12.0,7,10,5.0,1,7,0.0,13.02,54.0,3,3,0,Medium,73871.83931034482,0.2788461538461538,0.3448275862068966,0.7142857142857143,1.7142857142857142,20598.87826923077,203
PRJ-00588,Commercial,West,918559.66,980548.43,6.75,88,94,7.25,14,33.6,6,9,2.0,0,1,5.85,1.8,25.2,0,3,2,Low,65611.40428571429,0.1590909090909091,0.6428571428571429,0.3333333333333333,5.6000000000000005,10438.177954545456,84
PRJ-00235,Renovation,North,722729.96,934078.75,29.24,56,73,30.44,14,9.1,3,4,6.0,3,2,6.45,10.27,37.3,4,4,1,Medium,51623.56857142857,0.25,0.2857142857142857,2.0,3.033333333333333,12905.892142857145,42
PRJ-00215,Infrastructure,North,335699.75,362542.01,8.0,61,68,11.76,8,11.9,2,4,6.0,2,3,5.74,11.98,53.4,10,2,1,Low,41962.46875,0.1311475409836065,0.5,3.0,5.95,5503.274590163935,16
PRJ-01187,Commercial,East,339740.45,361965.18,6.54,62,70,12.33,9,18.4,3,4,7.0,0,2,6.15,-2.34,30.7,7,0,0,Low,37748.93888888889,0.1451612903225806,0.4444444444444444,2.333333333333333,6.133333333333333,5479.684677419356,27
PRJ-00133,Industrial,Central,721128.34,839293.58,16.39,57,65,13.52,11,23.2,5,8,1.0,0,2,5.44,3.46,27.1,7,2,1,Low,65557.12181818181,0.1929824561403508,0.7272727272727273,0.2,4.64,12651.374385964911,55
PRJ-00938,Residential,North,1558481.87,1834939.05,17.74,109,129,18.41,16,12.0,5,8,0.0,2,2,5.08,17.53,77.8,5,1,2,Medium,97405.116875,0.146788990825688,0.5,0.0,2.4,14297.99880733945,80
PRJ-00754,Commercial,West,257476.9,336033.13,30.51,76,98,29.34,8,10.3,8,8,7.0,2,2,6.15,19.43,21.2,4,1,1,Medium,32184.6125,0.1052631578947368,1.0,0.875,1.2875,3387.853947368421,64
PRJ-00969,Industrial,East,316906.06,400729.1,26.45,60,70,16.75,9,17.2,6,7,2.0,2,2,6.57,11.08,55.2,5,3,1,Medium,35211.78444444444,0.15,0.7777777777777778,0.3333333333333333,2.8666666666666667,5281.767666666667,54
PRJ-00186,Industrial,East,146513.96,169762.11,15.87,58,63,9.09,6,12.9,3,4,3.0,2,0,5.62,6.33,57.9,8,2,2,Low,24418.99333333333,0.1034482758620689,0.6666666666666666,1.0,4.3,2526.1027586206897,18
PRJ-00042,Infrastructure,North,266432.37,327079.04,22.76,63,90,43.08,8,7.6,8,7,2.0,2,9,10.73,10.19,53.1,5,1,1,High,33304.04625,0.1269841269841269,0.875,0.25,0.95,4229.085238095238,64
PRJ-00109,Residential,East,509665.32,532236.66,4.43,52,64,22.6,10,4.3,7,10,5.0,3,3,2.3,9.08,62.0,4,2,2,Low,50966.532,0.1923076923076923,1.0,0.7142857142857143,0.6142857142857142,9801.256153846154,70
PRJ-00874,Commercial,East,479807.92,600141.24,25.08,56,73,30.56,11,5.1,5,6,1.0,0,2,0.56,5.29,61.0,8,1,2,Medium,43618.90181818182,0.1964285714285714,0.5454545454545454,0.2,1.02,8567.99857142857,55
PRJ-00569,Commercial,West,704351.31,794414.95,12.79,58,69,19.11,15,6.6,6,12,2.0,3,1,1.16,10.46,33.0,5,3,3,Medium,46956.754,0.2586206896551724,0.8,0.3333333333333333,1.1,12143.988103448277,90
PRJ-00671,Residential,East,263243.93,339773.32,29.07,63,81,28.65,8,9.3,4,7,1.0,4,3,3.98,9.26,45.8,4,1,1,Medium,32905.49125,0.1269841269841269,0.875,0.25,2.325,4178.475079365079,32
PRJ-01028,Commercial,Central,625490.67,640963.06,2.47,77,88,13.84,10,9.1,2,4,5.0,0,2,0.57,8.05,20.3,8,0,0,Low,62549.067,0.1298701298701298,0.4,2.5,4.55,8123.255454545455,20
PRJ-01169,Infrastructure,West,993212.34,1326933.28,33.6,101,141,39.33,15,9.3,6,6,1.0,1,0,8.06,6.62,60.3,6,1,1,Medium,66214.156,0.1485148514851485,0.4,0.1666666666666666,1.55,9833.785544554456,90
PRJ-00484,Commercial,North,1337667.72,1573968.51,17.67,102,126,23.9,15,9.3,4,5,4.0,2,3,5.26,9.86,37.5,2,3,4,Medium,89177.848,0.1470588235294117,0.3333333333333333,1.0,2.325,13114.389411764703,60
PRJ-00469,Residential,Central,546269.94,717275.47,31.3,78,105,34.69,12,10.4,8,5,3.0,3,5,8.89,15.93,37.1,3,4,3,High,45522.495,0.1538461538461538,0.4166666666666667,0.375,1.3,7003.460769230768,96
PRJ-00025,Infrastructure,South,482094.36,537536.55,11.5,61,73,19.12,11,21.5,7,6,2.0,2,1,3.02,12.34,33.9,12,2,1,Low,43826.76,0.180327868852459,0.5454545454545454,0.2857142857142857,3.071428571428572,7903.186229508196,77
PRJ-01074,Renovation,Central,194132.63,215631.98,11.07,72,80,11.16,7,19.2,6,8,3.0,7,5,9.6,4.83,54.5,9,5,2,Medium,27733.23285714286,0.0972222222222222,1.1428571428571428,0.5,3.2,2696.286527777778,42
PRJ-00905,Renovation,North,235607.93,301809.24,28.1,82,102,24.71,8,5.0,6,6,1.0,1,2,2.7,10.19,34.7,6,1,0,Medium,29450.99125,0.0975609756097561,0.75,0.1666666666666666,0.8333333333333334,2873.26743902439,48
PRJ-00823,Commercial,West,1521349.17,1902937.91,25.08,108,129,19.23,24,7.3,1,6,4.0,4,5,9.35,16.86,43.6,2,5,2,Medium,63389.54875,0.2222222222222222,0.25,4.0,7.3,14086.566388888888,24
PRJ-01160,Infrastructure,East,1827260.23,2162135.75,18.33,130,167,28.1,19,8.8,3,6,4.0,1,2,9.29,5.03,51.5,6,2,0,Medium,96171.59105263156,0.1461538461538461,0.3157894736842105,1.3333333333333333,2.9333333333333336,14055.847923076924,57
PRJ-00367,Infrastructure,South,470195.64,583067.34,24.01,80,108,35.03,10,9.4,8,11,4.0,0,0,5.56,9.09,61.0,9,3,2,Medium,47019.564,0.125,1.1,0.5,1.175,5877.4455,80
PRJ-01036,Industrial,West,218116.23,272391.69,24.88,84,103,22.56,7,19.7,6,8,4.0,1,0,9.96,12.44,56.3,3,3,2,Medium,31159.46142857143,0.0833333333333333,1.1428571428571428,0.6666666666666666,3.283333333333333,2596.621785714286,42
PRJ-01067,Commercial,East,174890.99,208941.49,19.47,74,83,12.46,7,4.6,4,6,3.0,2,3,9.93,4.71,29.1,4,2,0,Medium,24984.42714285714,0.0945945945945946,0.8571428571428571,0.75,1.15,2363.3917567567564,28
PRJ-00384,Commercial,Central,406171.69,413871.41,1.9,70,76,8.29,8,23.4,5,8,1.0,0,2,2.1,-5.05,1.9,1,4,1,Low,50771.46125,0.1142857142857142,1.0,0.2,4.68,5802.452714285714,40
PRJ-00455,Residential,West,1068350.9,1405882.03,31.59,89,119,33.99,19,10.6,5,4,3.0,0,3,8.88,14.43,48.1,8,3,2,Medium,56228.9947368421,0.2134831460674157,0.2105263157894736,0.6,2.12,12003.942696629212,95
PRJ-00265,Renovation,South,217295.24,257960.98,18.71,63,77,21.71,7,3.3,6,9,2.0,1,2,11.14,11.49,61.1,5,3,3,Medium,31042.17714285714,0.1111111111111111,1.2857142857142858,0.3333333333333333,0.5499999999999999,3449.1307936507933,42
PRJ-00782,Renovation,North,769115.25,876624.66,13.98,86,111,29.33,14,6.2,5,6,5.0,4,3,6.93,19.31,44.9,4,2,1,Medium,54936.80357142857,0.1627906976744186,0.4285714285714285,1.0,1.24,8943.20058139535,70
PRJ-01010,Commercial,East,85886.74,97796.34,13.87,48,54,11.98,6,23.3,5,6,2.0,0,3,4.58,-2.14,16.8,4,5,1,Low,14314.456666666669,0.125,1.0,0.4,4.66,1789.3070833333334,30
PRJ-00445,Residential,East,377311.63,484951.01,28.53,88,112,27.81,8,12.4,6,9,5.0,2,3,5.17,12.18,59.7,6,2,1,Medium,47163.95375,0.0909090909090909,1.125,0.8333333333333334,2.066666666666667,4287.632159090909,48
PRJ-00396,Commercial,Central,206474.11,220802.97,6.94,79,83,4.91,7,25.0,6,6,5.0,0,2,1.92,3.22,0.0,3,1,0,Low,29496.301428571427,0.0886075949367088,0.8571428571428571,0.8333333333333334,4.166666666666667,2613.596329113924,42
PRJ-00763,Residential,North,94814.17,115357.31,21.67,48,60,24.24,6,10.3,6,6,2.0,2,2,1.06,5.21,61.0,12,2,2,Medium,15802.361666666666,0.125,1.0,0.3333333333333333,1.7166666666666668,1975.2952083333328,36
PRJ-00177,Commercial,South,1417150.85,1828306.8,29.01,118,170,44.37,22,4.2,5,6,8.0,0,3,4.31,14.7,56.1,4,3,0,Medium,64415.94772727273,0.1864406779661017,0.2727272727272727,1.6,0.8400000000000001,12009.752966101696,110
PRJ-00019,Infrastructure,South,577939.39,765172.08,32.4,72,101,39.99,11,6.0,7,6,3.0,2,1,7.65,4.77,81.1,10,4,2,Medium,52539.94454545455,0.1527777777777778,0.5454545454545454,0.4285714285714285,0.8571428571428571,8026.9359722222225,77
PRJ-00848,Industrial,North,1278322.36,1449863.99,13.42,70,94,33.92,17,7.6,7,4,5.0,1,1,10.76,6.34,81.8,3,1,1,Medium,75195.43294117648,0.2428571428571428,0.2352941176470588,0.7142857142857143,1.0857142857142856,18261.748000000003,119
PRJ-00838,Renovation,Central,104050.62,127423.75,22.46,69,83,20.35,6,21.6,6,8,2.0,1,0,0.0,14.03,57.3,2,4,3,Medium,17341.77,0.0869565217391304,1.3333333333333333,0.3333333333333333,3.6,1507.98,36
PRJ-00596,Residential,West,427827.64,509329.94,19.05,75,91,21.5,10,15.3,4,6,3.0,2,3,4.83,12.82,9.6,3,1,1,Medium,42782.764,0.1333333333333333,0.6,0.75,3.825,5704.368533333333,40
PRJ-00062,Commercial,South,683911.68,831122.39,21.52,63,85,35.18,14,9.6,6,7,2.0,3,5,8.75,10.26,34.8,7,1,4,Medium,48850.83428571429,0.2222222222222222,0.5,0.3333333333333333,1.6,10855.740952380953,84
PRJ-00273,Residential,Central,287714.87,354370.13,23.17,67,75,12.62,8,8.0,3,4,1.0,0,2,3.01,8.93,55.3,3,5,1,Low,35964.35875,0.1194029850746268,0.5,0.3333333333333333,2.6666666666666665,4294.251791044776,24
PRJ-01140,Industrial,Central,1067635.78,1196500.42,12.07,93,115,23.43,19,15.1,3,4,4.0,2,4,4.93,11.8,29.0,7,3,0,Medium,56191.35684210526,0.2043010752688172,0.2105263157894736,1.3333333333333333,5.033333333333333,11479.954623655914,57
PRJ-00279,Infrastructure,East,858681.09,923002.86,7.49,105,118,12.55,13,15.2,6,9,6.0,1,4,3.3,6.64,33.8,9,2,0,Low,66052.39153846154,0.1238095238095238,0.6923076923076923,1.0,2.533333333333333,8177.915142857142,78
PRJ-00369,Commercial,East,526424.62,590003.36,12.08,52,65,24.28,9,7.0,3,12,0.0,2,3,4.89,18.3,26.8,2,4,1,Medium,58491.624444444446,0.173076923076923,1.3333333333333333,0.0,2.333333333333333,10123.550384615384,27
PRJ-00913,Renovation,Central,245200.34,314001.6,28.06,72,95,31.81,7,5.6,3,2,4.0,2,2,7.32,16.66,63.3,4,1,0,Medium,35028.62,0.0972222222222222,0.2857142857142857,1.3333333333333333,1.8666666666666665,3405.5602777777776,21
PRJ-00843,Commercial,Central,1126314.03,1141768.93,1.37,74,81,9.32,15,26.6,4,6,2.0,1,3,4.46,11.9,42.3,4,3,1,Low,75087.602,0.2027027027027027,0.4,0.5,6.65,15220.459864864864,60
PRJ-00885,Residential,East,408760.28,477835.25,16.9,83,104,24.93,10,7.5,5,6,3.0,4,4,7.88,13.0,51.4,6,0,0,Medium,40876.028000000006,0.1204819277108433,0.6,0.6,1.5,4924.82265060241,50
PRJ-00742,Residential,East,270150.46,325852.26,20.62,67,89,33.26,7,5.3,6,6,2.0,0,4,4.33,14.91,34.6,4,3,4,Medium,38592.92285714286,0.1044776119402985,0.8571428571428571,0.3333333333333333,0.8833333333333333,4032.096417910448,42
PRJ-01100,Residential,East,418773.04,568894.69,35.85,91,127,40.05,8,5.0,7,10,4.0,5,5,8.55,16.94,35.8,2,3,2,High,52346.63,0.0879120879120879,1.25,0.5714285714285714,0.7142857142857143,4601.901538461539,56
PRJ-00548,Residential,East,616875.35,806233.95,30.7,66,87,32.21,9,13.6,3,4,2.0,2,4,5.36,13.67,47.6,4,6,0,Medium,68541.70555555556,0.1363636363636363,0.4444444444444444,0.6666666666666666,4.533333333333333,9346.596212121212,27
PRJ-00906,Industrial,South,323629.77,400715.38,23.82,69,87,26.15,8,18.1,5,4,0.0,1,1,1.25,4.35,44.7,5,2,1,Medium,40453.72125,0.1159420289855072,0.5,0.0,3.62,4690.286521739131,40
PRJ-00689,Infrastructure,South,4607811.94,6211640.34,34.81,197,298,51.11,67,5.5,5,6,4.0,1,8,13.03,12.57,68.8,15,0,3,High,68773.31253731344,0.3401015228426396,0.0895522388059701,0.8,1.1,23389.908324873097,335
PRJ-00927,Residential,North,237731.23,305413.49,28.47,84,98,17.24,7,8.7,5,6,3.0,2,4,11.61,8.5,68.7,5,2,3,Medium,33961.60428571429,0.0833333333333333,0.8571428571428571,0.6,1.7399999999999998,2830.1336904761906,35
PRJ-00457,Renovation,East,2192359.27,2517304.67,14.82,126,163,29.51,19,18.0,6,7,6.0,1,5,7.54,6.14,45.8,3,0,0,Medium,115387.33,0.1507936507936507,0.3684210526315789,1.0,3.0,17399.676746031746,114
PRJ-00394,Industrial,East,417835.12,541263.55,29.54,51,69,35.77,9,5.9,7,8,5.0,3,4,7.37,20.94,65.2,8,3,0,Medium,46426.124444444446,0.1764705882352941,0.8888888888888888,0.7142857142857143,0.8428571428571429,8192.845490196078,63
PRJ-00676,Commercial,West,176931.16,212454.29,20.08,79,95,20.83,7,7.1,6,7,2.0,3,4,0.95,7.71,19.8,6,6,0,Medium,25275.88,0.0886075949367088,1.0,0.3333333333333333,1.1833333333333331,2239.634936708861,42
PRJ-00939,Renovation,Central,1044358.62,1285371.44,23.08,74,86,15.56,15,24.8,8,6,4.0,0,4,11.18,9.64,25.3,5,1,1,Medium,69623.908,0.2027027027027027,0.4,0.5,3.1,14112.954324324324,120
PRJ-00994,Residential,North,629289.34,634111.45,0.77,57,60,5.49,10,19.0,2,6,2.0,2,1,7.77,1.08,32.6,2,3,0,Low,62928.934,0.175438596491228,0.6,1.0,9.5,11040.163859649125,20
PRJ-00376,Residential,South,314822.62,377191.59,19.81,50,66,31.19,8,5.5,6,9,3.0,2,6,6.09,11.86,53.7,5,0,2,Medium,39352.8275,0.16,1.125,0.5,0.9166666666666666,6296.4524,48
PRJ-00413,Residential,North,254089.65,272098.92,7.09,59,65,10.7,8,17.4,2,5,5.0,1,1,2.83,3.4,47.4,5,4,1,Low,31761.20625,0.135593220338983,0.625,2.5,8.7,4306.604237288136,16
PRJ-00075,Residential,North,465873.34,548598.29,17.76,57,70,21.94,10,19.1,2,2,2.0,0,2,4.1,16.54,37.2,6,3,0,Low,46587.334,0.175438596491228,0.2,1.0,9.55,8173.2164912280705,20
PRJ-01136,Commercial,North,406519.16,457705.55,12.59,71,99,39.05,10,9.1,1,4,2.0,1,1,7.8,7.08,47.0,7,3,0,Medium,40651.916,0.1408450704225352,0.4,2.0,9.1,5725.621971830986,10
PRJ-00888,Residential,South,1627169.93,2066670.89,27.01,121,166,36.99,25,2.7,1,2,1.0,0,5,6.92,9.65,44.9,4,3,2,Medium,65086.7972,0.2066115702479339,0.08,1.0,2.7,13447.685371900829,25
PRJ-00501,Infrastructure,East,552392.89,676343.22,22.44,70,98,39.71,10,5.3,4,6,2.0,2,1,11.15,8.87,44.2,7,0,2,Medium,55239.289,0.1428571428571428,0.6,0.5,1.325,7891.327,40
PRJ-00824,Industrial,West,181317.39,170549.5,-5.94,54,53,-1.76,6,9.9,1,2,0.0,0,0,0.0,-2.71,10.0,9,3,0,Low,30219.565,0.1111111111111111,0.3333333333333333,0.0,9.9,3357.7294444444447,6
PRJ-00617,Infrastructure,East,1855418.58,2019305.7,8.83,75,93,24.11,22,17.2,5,8,2.0,0,3,6.01,9.41,33.3,2,0,1,Low,84337.20818181819,0.2933333333333333,0.3636363636363636,0.4,3.44,24738.9144,110
PRJ-00115,Residential,North,266831.89,354882.35,33.0,61,89,45.15,8,10.1,6,7,3.0,1,1,5.6,14.5,27.4,1,4,2,Medium,33353.98625,0.1311475409836065,0.875,0.5,1.6833333333333331,4374.293278688525,48
PRJ-00418,Infrastructure,Central,598114.89,753489.42,25.98,54,76,40.31,11,17.0,5,8,2.0,0,6,6.3,14.62,64.2,6,5,2,Medium,54374.08090909091,0.2037037037037037,0.7272727272727273,0.4,3.4,11076.201666666668,55
PRJ-00602,Infrastructure,West,1313673.69,1642652.57,25.04,113,154,36.64,15,10.8,6,6,6.0,1,3,7.72,12.43,109.3,10,2,2,Medium,87578.246,0.1327433628318584,0.4,1.0,1.8,11625.430884955753,90
PRJ-00605,Renovation,West,180192.1,204669.29,13.58,52,63,20.76,7,36.2,4,6,4.0,0,1,3.13,3.97,55.8,3,1,0,Low,25741.72857142857,0.1346153846153846,0.8571428571428571,1.0,9.05,3465.232692307693,28
PRJ-00090,Commercial,South,455625.15,542288.01,19.02,69,84,22.18,8,12.6,5,6,4.0,1,4,1.54,6.68,53.8,3,6,0,Medium,56953.14375,0.1159420289855072,0.75,0.8,2.52,6603.263043478261,40
PRJ-01163,Infrastructure,East,1005441.35,1173348.89,16.7,66,85,28.39,13,16.5,2,4,4.0,2,2,2.45,3.58,16.5,8,5,3,Medium,77341.64230769231,0.1969696969696969,0.3076923076923077,2.0,8.25,15233.959848484848,26
PRJ-00499,Commercial,West,152633.44,202933.72,32.95,59,77,31.33,7,11.6,8,9,6.0,0,8,7.91,16.41,79.3,6,1,0,Medium,21804.777142857143,0.1186440677966101,1.2857142857142858,0.75,1.45,2587.0074576271186,56
PRJ-00902,Residential,South,376266.87,452233.61,20.19,71,79,11.88,9,,5,6,4.0,0,4,4.2,5.36,20.2,3,2,0,Low,41807.43,0.1267605633802817,0.6666666666666666,0.8,,5299.53338028169,45
PRJ-00909,Residential,North,492336.1,614354.34,24.78,52,70,34.15,10,14.5,7,6,3.0,3,1,8.47,8.17,44.8,3,8,5,Medium,49233.61,0.1923076923076923,0.6,0.4285714285714285,2.071428571428572,9468.001923076925,70
PRJ-00907,Commercial,South,122279.67,134288.63,9.82,66,82,23.6,6,10.2,4,10,5.0,0,3,3.46,9.0,51.1,6,1,1,Low,20379.945,0.0909090909090909,1.6666666666666667,1.25,2.55,1852.7222727272729,24
PRJ-00012,Renovation,North,193691.47,226261.04,16.82,69,89,29.46,7,,5,4,5.0,1,4,12.54,13.05,42.4,4,3,1,Medium,27670.21,0.1014492753623188,0.5714285714285714,1.0,,2807.1227536231886,35
PRJ-00397,Infrastructure,Central,168044.64,172070.41,2.4,58,74,27.93,7,12.3,4,6,4.0,4,2,2.27,7.84,22.2,5,2,1,Medium,24006.377142857145,0.1206896551724138,0.8571428571428571,1.0,3.075,2897.321379310345,28
PRJ-00858,Infrastructure,North,83189.02,103645.71,24.59,70,84,19.73,6,9.2,5,4,4.0,2,0,0.64,4.82,55.9,8,4,4,Medium,13864.836666666668,0.0857142857142857,0.6666666666666666,0.8,1.84,1188.4145714285714,30
PRJ-00556,Residential,Central,1516485.69,1662373.92,9.62,112,147,30.89,18,16.5,8,6,5.0,1,4,7.5,2.61,36.5,2,3,0,Medium,84249.205,0.1607142857142857,0.3333333333333333,0.625,2.0625,13540.050803571428,144
PRJ-00043,Infrastructure,North,296941.09,370239.23,24.68,54,59,8.52,9,13.3,3,4,1.0,3,6,3.79,10.66,50.3,5,3,1,Medium,32993.45444444445,0.1666666666666666,0.4444444444444444,0.3333333333333333,4.433333333333334,5498.909074074075,27
PRJ-00168,Infrastructure,West,421008.42,442067.18,5.0,72,74,2.51,9,15.3,3,6,4.0,0,0,7.97,0.64,14.0,7,1,0,Low,46778.71333333333,0.125,0.6666666666666666,1.3333333333333333,5.1000000000000005,5847.339166666667,27
